"","age","gender","country","E1","E2","E3","N1","N2","N3","A1","A2","A3","C1","C2","C3","O1","O2","O3","extroversion","neuroticism","agreeableness","conscientiousness","openness"
"2875",52,"Female","US",4,5,5,3,5,2,5,4,5,3,4,5,5,4,5,1,1,1,1,1
"2876",28,"Female","IN",3,4,3,3,4,2,4,4,5,1,4,2,4,4,3,1,1,1,0,1
"2877",20,"Male","IN",5,5,4,5,4,4,5,4,3,3,3,3,4,4,4,1,1,1,1,1
"2878",25,"Male","US",4,5,5,4,4,4,5,4,4,2,2,3,5,4,5,1,1,1,0,1
"2879",18,"Male","IE",1,2,1,3,4,3,4,4,2,2,3,4,4,3,4,0,1,1,1,1
"2880",28,"Female","NZ",3,5,5,4,5,4,5,5,5,4,4,4,3,4,4,1,1,1,1,1
"2881",15,"Female","US",3,3,3,4,2,5,2,4,3,5,3,2,4,4,4,1,1,1,1,1
"2882",21,"Female","DE",1,3,5,3,4,5,3,4,3,4,4,5,4,4,5,1,1,1,1,1
"2883",29,"Female","US",3,4,5,4,4,5,4,5,4,4,4,4,4,4,4,1,1,1,1,1
"2884",14,"Female","US",1,2,2,5,5,4,2,3,3,4,3,2,4,2,3,0,1,1,1,1
"2885",14,"Female","US",4,4,4,2,2,3,5,5,4,4,5,1,5,5,2,1,0,1,1,1
"2886",14,"Female","US",3,3,3,5,5,4,2,3,3,4,5,4,5,4,3,1,1,1,1,1
"2887",18,"Male","GB",3,2,3,3,3,1,3,4,4,3,3,3,4,4,3,1,0,1,1,1
"2888",33,"Female","GR",1,2,2,1,5,1,3,5,4,1,3,1,5,4,5,0,0,1,0,1
"2889",17,"Female","US",2,2,2,3,3,2,5,5,4,3,3,2,5,5,5,0,1,1,1,1
"2890",59,"Female","CA",5,5,5,3,3,2,5,5,5,3,1,5,5,5,5,1,1,1,1,1
"2891",17,"Male","US",5,3,4,4,5,1,4,4,4,2,3,3,5,5,5,1,1,1,1,1
"2892",63,"Male","US",3,2,2,5,3,3,4,4,4,4,5,2,4,5,5,0,1,1,1,1
"2893",54,"Female","US",1,2,5,4,4,4,5,5,4,1,4,3,5,2,4,1,1,1,1,1
"2894",27,"Male","RS",2,3,4,2,4,2,5,3,4,3,4,2,5,5,5,1,1,1,1,1
"2895",19,"Female","US",2,3,3,4,5,2,5,5,4,2,4,3,4,4,2,1,1,1,1,1
"2896",16,"Female","US",2,2,2,5,5,4,2,2,2,4,1,5,2,4,2,0,1,0,1,1
"2897",17,"Male","US",2,3,4,1,1,1,3,3,3,2,4,2,5,5,5,1,0,1,1,1
"2898",27,"Female","GR",3,4,3,3,4,5,5,5,3,3,3,3,5,5,5,1,1,1,1,1
"2899",20,"Female","US",4,4,4,5,5,4,5,5,5,4,5,5,5,3,4,1,1,1,1,1
"2900",20,"Female","US",3,4,4,4,4,3,4,4,4,2,3,3,5,4,4,1,1,1,1,1
"2901",21,"Female","US",3,5,5,4,4,1,5,5,5,4,5,3,4,4,4,1,1,1,1,1
"2902",25,"Female","US",4,3,5,4,4,4,5,5,3,4,4,4,5,5,5,1,1,1,1,1
"2903",17,"Female","US",1,1,1,3,3,2,2,1,4,1,4,2,5,5,2,0,1,0,0,1
"2904",56,"Female","AU",4,4,4,3,3,2,3,4,5,3,2,3,4,4,5,1,1,1,1,1
"2905",34,"Male","GB",4,5,5,2,3,2,5,5,5,4,4,4,5,4,5,1,0,1,1,1
"2906",13,"Female","US",4,4,4,1,5,5,4,5,4,3,5,3,4,4,4,1,1,1,1,1
"2907",31,"Male","US",2,3,3,1,3,2,5,5,4,3,4,4,5,5,4,1,0,1,1,1
"2908",19,"Female","CA",2,4,3,2,5,2,5,5,5,3,3,3,5,5,4,1,1,1,1,1
"2909",54,"Female","US",3,2,3,5,5,5,3,5,3,3,3,3,4,3,3,1,1,1,1,1
"2910",25,"Female","GB",4,5,5,5,5,1,5,5,5,2,4,1,5,5,5,1,1,1,0,1
"2911",15,"Female","US",1,2,3,5,5,5,1,4,3,2,2,4,3,4,4,0,1,1,1,1
"2912",25,"Female","NZ",3,5,5,4,4,1,4,5,4,5,5,5,4,5,4,1,1,1,1,1
"2913",32,"Female","US",1,2,3,5,5,3,5,5,3,4,5,5,5,5,5,0,1,1,1,1
"2914",24,"Female","US",4,5,5,5,5,3,4,5,4,5,5,5,3,5,4,1,1,1,1,1
"2915",23,"Female","US",5,5,5,3,4,2,5,5,5,4,4,4,4,4,4,1,1,1,1,1
"2916",39,"Female","US",4,2,5,5,5,4,5,5,5,2,5,4,5,5,5,1,1,1,1,1
"2917",25,"Male","IE",4,4,4,3,3,3,4,4,3,2,3,1,4,4,3,1,1,1,0,1
"2918",25,"Female","HR",4,3,4,3,5,3,5,5,5,3,5,3,5,5,5,1,1,1,1,1
"2919",43,"Male","US",2,3,4,2,3,2,4,2,2,4,5,4,4,5,5,1,0,1,1,1
"2920",38,"Female","US",3,5,5,2,3,2,3,3,3,4,5,3,4,4,4,1,0,1,1,1
"2921",21,"Female","US",4,3,2,5,4,4,4,5,4,4,4,4,4,5,4,1,1,1,1,1
"2922",18,"Female","US",2,3,4,5,5,4,4,5,4,3,3,4,4,3,5,1,1,1,1,1
"2923",24,"Female","US",3,5,5,4,5,4,5,4,4,4,2,4,5,5,4,1,1,1,1,1
"2924",26,"Female","US",4,4,4,4,4,2,4,5,5,3,5,3,2,5,4,1,1,1,1,1
"2925",47,"Female","US",3,3,4,4,4,3,5,5,4,2,2,2,4,4,5,1,1,1,0,1
"2926",45,"Male","US",4,4,4,1,1,1,3,2,4,4,4,3,5,4,4,1,0,1,1,1
"2927",52,"Male","CA",3,4,3,4,5,4,3,4,3,5,4,4,5,4,5,1,1,1,1,1
"2928",45,"Female","US",3,4,4,4,4,3,3,4,4,3,4,3,3,5,4,1,1,1,1,1
"2929",38,"Male","US",5,5,5,1,4,1,5,5,5,5,5,5,5,5,5,1,0,1,1,1
"2930",35,"Female","US",3,5,5,3,3,3,4,3,5,5,4,5,3,5,3,1,1,1,1,1
"2931",53,"Male","US",2,3,3,3,3,2,4,5,3,4,4,5,3,5,3,1,1,1,1,1
"2932",45,"Female","AU",1,3,1,3,3,1,3,3,3,4,5,5,3,4,3,0,0,1,1,1
"2933",38,"Female","US",2,4,2,4,4,3,4,4,4,3,2,2,5,4,5,1,1,1,0,1
"2934",26,"Female","US",4,5,4,2,3,2,4,5,5,3,5,4,4,5,4,1,0,1,1,1
"2935",18,"Female","US",2,5,4,4,5,5,5,5,5,2,4,2,5,4,5,1,1,1,1,1
"2936",16,"Female","US",1,2,3,5,5,2,4,4,4,2,4,2,4,4,4,0,1,1,1,1
"2937",20,"Female","PH",3,4,4,4,4,2,4,4,4,3,4,4,3,3,3,1,1,1,1,1
"2938",54,"Male","AU",5,5,5,1,5,1,5,5,5,1,5,5,5,5,5,1,0,1,1,1
"2939",18,"Female","US",3,3,5,4,4,3,5,5,5,4,3,5,5,5,5,1,1,1,1,1
"2940",15,"Female","US",1,3,3,3,5,3,5,4,3,4,5,3,5,5,5,0,1,1,1,1
"2941",25,"Female","US",3,4,4,3,4,2,4,5,4,4,4,3,3,4,3,1,1,1,1,1
"2942",40,"Male","NL",2,2,1,3,4,4,3,4,2,5,4,4,4,4,3,0,1,1,1,1
"2943",35,"Female","US",3,4,5,2,3,3,4,4,5,4,5,5,2,4,5,1,1,1,1,1
"2944",23,"Male","DE",1,1,4,2,4,1,2,2,3,4,4,4,5,5,5,0,0,0,1,1
"2945",15,"Male","ID",3,5,4,2,2,3,4,4,4,4,4,5,3,4,3,1,0,1,1,1
"2946",25,"Female","US",3,4,2,5,5,4,4,3,4,1,4,2,5,4,5,1,1,1,0,1
"2947",18,"Female","PH",5,5,5,1,4,2,5,5,5,3,4,4,5,3,5,1,0,1,1,1
"2948",19,"Female","PH",3,2,3,5,3,4,3,5,1,4,4,3,5,5,5,1,1,1,1,1
"2949",17,"Female","CA",2,3,3,4,4,3,5,4,3,3,3,3,4,4,4,1,1,1,1,1
"2950",21,"Female","US",3,4,4,5,5,2,4,5,4,1,4,3,4,3,4,1,1,1,1,1
"2951",21,"Female","MY",2,3,4,4,3,2,3,5,3,4,3,2,3,3,2,1,1,1,1,1
"2952",42,"Female","US",1,1,1,4,5,4,2,2,1,1,1,1,1,5,1,0,1,0,0,0
"2953",37,"Male","TH",2,3,1,4,3,4,3,5,3,4,3,4,2,4,3,0,1,1,1,1
"2954",33,"Female","PH",1,2,5,3,5,1,3,5,5,4,5,5,3,1,3,1,1,1,1,0
"2955",20,"Female","IN",1,1,1,3,4,5,4,3,2,3,5,3,5,3,3,0,1,1,1,1
"2956",19,"Male","PK",4,5,5,5,4,1,3,4,4,3,5,4,2,5,4,1,1,1,1,1
"2957",19,"Female","US",1,3,3,4,4,4,5,5,5,3,5,2,5,4,5,0,1,1,1,1
"2958",18,"Female","US",4,4,4,2,3,2,4,4,3,4,3,2,4,4,5,1,0,1,1,1
"2959",20,"Female","AU",2,2,4,4,4,4,4,4,3,4,4,2,4,3,4,1,1,1,1,1
"2960",49,"Female","US",1,2,2,4,5,3,3,2,2,1,3,1,5,2,5,0,1,0,0,1
"2961",45,"Female","US",3,5,3,1,1,1,5,5,5,4,5,4,3,5,5,1,0,1,1,1
"2962",16,"Female","US",5,5,5,3,4,4,5,3,3,5,4,5,5,4,5,1,1,1,1,1
"2963",26,"Female","IN",2,3,1,4,5,2,2,4,4,2,5,1,4,4,1,0,1,1,1,1
"2964",20,"Female","IN",2,5,5,5,5,5,4,3,5,3,2,2,5,4,4,1,1,1,0,1
"2965",27,"Female","DK",1,3,3,3,4,1,5,4,3,5,3,3,4,5,4,0,1,1,1,1
"2966",20,"Male","US",4,2,2,2,3,1,5,1,2,4,4,2,5,5,5,1,0,1,1,1
"2967",18,"Female","US",3,3,4,2,4,2,5,5,2,2,4,3,5,5,5,1,1,1,1,1
"2968",20,"Female","PH",1,2,2,4,3,4,3,2,3,3,3,2,3,4,3,0,1,1,1,1
"2969",16,"Female","US",4,4,4,2,3,2,4,4,4,4,3,4,4,5,5,1,0,1,1,1
"2970",22,"Female","DE",2,2,3,4,5,4,3,5,3,4,5,1,3,2,4,0,1,1,1,1
"2971",22,"Male","BD",4,3,2,2,2,1,1,4,3,3,4,3,5,4,5,1,0,1,1,1
"2972",13,"Male","SG",1,4,2,4,5,1,4,4,3,3,4,1,4,5,5,0,1,1,1,1
"2973",25,"Female","HU",2,4,5,5,5,5,5,5,5,2,4,3,5,3,5,1,1,1,1,1
"2974",23,"Female","US",3,3,2,4,5,4,4,5,2,1,2,1,1,2,2,1,1,1,0,0
"2975",43,"Female","PH",3,4,5,5,2,4,5,5,4,4,3,5,4,4,4,1,1,1,1,1
"2976",27,"Male","FI",2,5,4,4,5,3,5,5,4,4,5,1,5,5,5,1,1,1,1,1
"2977",25,"Female","GB",3,3,4,5,5,3,5,4,3,4,4,5,4,3,3,1,1,1,1,1
"2978",27,"Female","GB",3,3,4,4,5,5,5,5,5,3,5,5,5,4,5,1,1,1,1,1
"2979",18,"Female","GB",2,4,4,5,5,5,4,4,3,4,5,2,4,4,4,1,1,1,1,1
"2980",20,"Female","GB",4,3,4,4,4,5,3,5,3,2,3,1,2,1,3,1,1,1,0,0
"2981",19,"Female","GB",1,4,4,3,5,5,4,5,5,4,5,4,5,3,4,1,1,1,1,1
"2982",18,"Female","GB",4,4,4,3,3,2,4,4,4,3,4,4,3,4,3,1,1,1,1,1
"2983",20,"Female","GB",3,5,4,1,2,4,2,3,5,3,3,2,2,3,4,1,0,1,1,1
"2984",18,"Female","GB",2,3,2,4,4,5,3,5,3,2,4,2,5,4,5,0,1,1,1,1
"2985",18,"Female","GB",2,2,3,5,4,4,3,4,3,3,5,2,4,3,3,0,1,1,1,1
"2986",24,"Unanswered","US",5,3,4,3,3,3,4,2,3,2,5,2,5,5,3,1,1,1,1,1
"2987",36,"Male","PH",4,5,4,4,4,3,4,3,4,3,2,3,4,4,4,1,1,1,1,1
"2988",26,"Female","PH",2,1,3,4,4,5,4,4,2,4,4,3,4,4,3,0,1,1,1,1
"2989",30,"Female","GB",2,1,1,3,4,1,3,3,4,2,3,2,5,4,1,0,1,1,0,1
"2990",28,"Female","PH",1,5,5,1,4,2,4,5,4,5,5,5,4,5,5,1,0,1,1,1
"2991",19,"Male","GB",3,5,4,4,4,3,4,4,3,4,3,4,3,4,3,1,1,1,1,1
"2992",21,"Female","AU",5,4,4,4,4,3,4,4,3,3,4,4,4,4,4,1,1,1,1,1
"2993",26,"Female","US",3,3,3,2,2,2,3,3,4,4,2,3,4,4,4,1,0,1,1,1
"2994",22,"Male","IN",3,5,5,5,4,5,5,5,5,4,5,1,1,5,5,1,1,1,1,1
"2995",24,"Female","LB",5,5,5,1,4,2,5,5,5,1,4,1,5,5,5,1,0,1,0,1
"2996",17,"Female","PH",4,3,4,2,3,1,4,4,5,4,5,5,4,4,5,1,0,1,1,1
"2997",19,"Female","GB",4,4,4,5,5,3,4,4,4,3,2,1,3,2,4,1,1,1,0,1
"2998",18,"Female","GB",2,4,4,3,5,3,4,5,5,4,5,4,5,4,4,1,1,1,1,1
"2999",19,"Female","PH",3,4,5,3,3,2,3,4,3,4,4,5,4,4,4,1,1,1,1,1
"3000",34,"Female","AU",4,4,4,2,3,2,5,5,5,3,4,1,3,5,4,1,0,1,1,1
"3001",21,"Female","PH",2,2,3,3,4,3,3,4,4,4,4,5,3,3,3,0,1,1,1,1
"3002",17,"Male","GB",3,2,1,5,5,5,5,5,5,4,5,4,5,5,5,0,1,1,1,1
"3003",1989,"Female","IN",3,5,3,2,5,2,4,4,5,3,5,4,2,3,4,1,1,1,1,1
"3004",50,"Male","FI",4,5,5,2,4,2,5,5,4,1,2,4,5,4,5,1,1,1,0,1
"3005",24,"Male","IN",3,2,4,3,3,4,5,4,3,4,5,5,5,5,4,1,1,1,1,1
"3006",30,"Male","IN",1,5,5,4,4,3,5,3,5,3,3,5,5,3,5,1,1,1,1,1
"3007",20,"Male","PH",2,2,1,4,4,2,2,4,4,4,5,2,2,5,2,0,1,1,1,1
"3008",18,"Female","GB",2,3,3,2,4,4,2,4,4,1,4,1,5,4,3,1,1,1,0,1
"3009",15,"Male","PH",2,2,3,5,4,4,2,3,4,2,5,2,4,4,4,0,1,1,1,1
"3010",19,"Female","PH",2,3,3,4,3,4,3,4,3,2,3,3,4,3,3,1,1,1,1,1
"3011",14,"Female","GB",2,2,1,4,4,4,2,3,3,2,4,1,5,4,5,0,1,1,0,1
"3012",73,"Male","AU",2,4,4,5,4,4,5,5,4,5,4,4,4,4,4,1,1,1,1,1
"3013",24,"Female","PK",1,5,5,1,4,5,5,5,5,2,5,2,5,4,4,1,1,1,1,1
"3014",33,"Male","AU",3,3,4,2,4,3,2,4,5,2,4,3,4,5,4,1,1,1,1,1
"3015",40,"Male","US",3,3,2,4,5,3,3,3,4,5,3,2,4,2,3,1,1,1,1,1
"3016",30,"Male","NG",3,3,3,4,4,2,5,4,5,4,4,2,3,4,4,1,1,1,1,1
"3017",1997,"Female","US",2,4,3,2,5,5,5,4,5,4,5,3,5,5,4,1,1,1,1,1
"3018",21,"Female","IN",5,5,5,1,1,1,5,5,5,1,1,5,1,5,5,1,0,1,0,1
"3019",18,"Male","GB",2,4,4,2,2,2,4,4,4,4,4,4,2,4,3,1,0,1,1,1
"3020",34,"Male","DE",4,5,3,1,4,1,4,4,5,4,4,4,3,5,5,1,0,1,1,1
"3021",32,"Female","PH",3,5,4,3,5,3,5,5,5,5,5,5,5,5,5,1,1,1,1,1
"3022",21,"Female","US",4,4,4,4,5,2,5,5,5,4,4,3,5,4,5,1,1,1,1,1
"3023",57,"Male","TH",1,3,3,4,3,3,4,4,4,3,4,4,5,4,4,0,1,1,1,1
"3024",18,"Male","GB",3,5,3,1,2,2,5,4,4,2,4,5,5,3,3,1,0,1,1,1
"3025",18,"Male","GB",4,5,4,5,5,1,5,4,4,3,4,4,3,4,4,1,1,1,1,1
"3026",45,"Female","US",4,4,4,5,5,3,5,5,4,3,4,4,5,5,5,1,1,1,1,1
"3027",47,"Male","IN",1,3,5,5,4,1,3,5,4,4,5,5,4,4,4,1,1,1,1,1
"3028",32,"Male","DE",3,4,3,2,3,2,4,3,3,3,3,3,4,4,5,1,0,1,1,1
"3029",42,"Male","US",3,5,5,2,4,3,5,4,5,4,4,3,5,5,5,1,1,1,1,1
"3030",19,"Female","GB",5,5,5,5,5,4,4,5,5,2,2,2,5,2,3,1,1,1,0,1
"3031",20,"Female","PH",1,4,3,2,3,4,4,4,4,3,3,3,3,4,3,1,1,1,1,1
"3032",17,"Female","NL",3,4,4,4,4,2,4,4,3,3,3,2,4,5,4,1,1,1,1,1
"3033",16,"Female","NL",4,2,3,5,4,4,5,3,3,2,5,3,5,2,4,1,1,1,1,1
"3034",22,"Female","PH",4,2,3,5,5,5,3,3,2,2,3,1,5,3,2,1,1,1,0,1
"3035",16,"Female","SG",1,3,3,5,4,5,4,4,3,1,2,1,4,4,4,0,1,1,0,1
"3036",14,"Female","US",4,3,5,5,4,4,3,4,2,3,4,4,5,3,3,1,1,1,1,1
"3037",17,"Female","PK",1,1,1,5,5,5,5,5,5,4,4,4,1,4,4,0,1,1,1,1
"3038",17,"Male","AU",1,2,4,3,4,3,4,2,2,5,2,5,1,4,4,0,1,1,1,1
"3039",14,"Male","SG",3,3,3,3,4,1,4,4,3,2,5,2,5,3,5,1,1,1,1,1
"3040",23,"Male","IN",4,1,1,5,5,5,1,5,5,1,1,1,5,5,4,0,1,1,0,1
"3041",14,"Female","US",3,4,4,4,4,5,4,3,3,4,4,2,4,4,5,1,1,1,1,1
"3042",14,"Female","US",4,4,5,3,4,3,5,4,3,4,5,2,5,3,5,1,1,1,1,1
"3043",42,"Male","US",3,5,5,2,3,2,4,5,5,4,5,5,5,5,5,1,0,1,1,1
"3044",14,"Female","US",1,4,1,5,5,2,4,5,4,4,5,3,4,4,5,0,1,1,1,1
"3045",14,"Female","US",5,5,5,2,5,2,5,5,4,3,5,4,5,5,5,1,1,1,1,1
"3046",32,"Female","US",2,4,3,2,3,2,4,4,4,4,4,4,4,4,4,1,0,1,1,1
"3047",26,"Female","AU",3,3,4,3,4,4,5,5,3,3,4,3,3,3,2,1,1,1,1,1
"3048",30,"Female","IE",2,4,4,2,4,2,5,5,4,4,5,4,4,5,4,1,1,1,1,1
"3049",16,"Female","US",3,5,5,2,2,2,5,3,3,4,4,5,3,4,5,1,0,1,1,1
"3050",16,"Other","US",1,4,5,4,4,2,4,5,3,3,5,2,5,5,5,1,1,1,1,1
"3051",16,"Female","US",4,5,5,2,2,2,5,5,5,3,4,3,5,4,5,1,0,1,1,1
"3052",39,"Female","IN",3,5,4,2,2,2,5,5,5,3,3,3,5,5,5,1,0,1,1,1
"3053",16,"Male","US",3,4,4,4,3,1,4,3,3,4,5,4,3,5,4,1,1,1,1,1
"3054",30,"Male","CH",4,4,5,2,3,5,5,5,5,3,2,3,5,5,5,1,1,1,1,1
"3055",16,"Female","US",5,5,5,3,2,3,5,4,4,4,5,3,5,5,5,1,1,1,1,1
"3056",20,"Female","GB",4,3,4,5,3,2,4,2,3,1,5,1,5,2,4,1,1,1,0,1
"3057",14,"Female","SG",1,5,4,4,4,2,4,4,4,2,5,2,4,4,4,1,1,1,1,1
"3058",51,"Female","US",1,3,1,3,5,1,5,5,5,4,5,5,1,3,2,0,1,1,1,0
"3059",35,"Female","US",4,4,3,2,4,1,3,5,4,5,5,5,4,5,5,1,0,1,1,1
"3060",66,"Male","US",3,3,3,3,4,3,4,4,4,2,3,4,4,2,4,1,1,1,1,1
"3061",17,"Male","US",5,5,4,1,2,1,4,5,4,3,5,3,5,5,5,1,0,1,1,1
"3062",16,"Female","US",4,3,4,5,5,3,5,5,5,4,4,3,5,5,5,1,1,1,1,1
"3063",20,"Female","PH",4,5,5,4,4,2,5,5,4,2,4,2,4,5,4,1,1,1,1,1
"3064",33,"Male","GB",2,3,3,4,2,4,2,2,3,3,4,1,4,5,4,1,1,0,1,1
"3065",17,"Female","US",3,2,1,5,4,4,3,3,3,4,3,3,5,2,5,0,1,1,1,1
"3066",16,"Female","US",1,2,2,5,5,4,4,5,3,5,4,5,5,4,3,0,1,1,1,1
"3067",17,"Female","US",3,4,5,5,4,4,4,5,4,4,5,4,4,5,4,1,1,1,1,1
"3068",17,"Male","US",4,5,5,1,3,1,5,4,5,5,5,5,3,5,5,1,0,1,1,1
"3069",18,"Female","US",4,5,5,4,3,3,5,4,4,2,3,2,5,2,5,1,1,1,0,1
"3070",45,"Female","US",3,5,5,3,5,4,5,5,4,5,4,5,5,4,4,1,1,1,1,1
"3071",19,"Male","HU",4,5,5,2,3,1,5,2,3,4,4,2,5,5,5,1,0,1,1,1
"3072",18,"Female","US",2,3,3,5,4,2,4,2,2,5,4,4,4,3,3,1,1,1,1,1
"3073",19,"Male","GH",2,3,3,3,4,2,3,3,4,3,2,1,3,3,2,1,1,1,0,1
"3074",17,"Female","GH",3,3,5,5,5,3,5,5,5,1,3,5,5,5,5,1,1,1,1,1
"3075",20,"Male","GB",3,3,4,2,4,2,5,4,3,3,5,3,5,4,5,1,1,1,1,1
"3076",16,"Female","GH",1,5,5,1,1,1,5,5,5,5,5,3,5,5,5,1,0,1,1,1
"3077",17,"Female","SA",1,5,5,1,1,5,5,5,5,5,5,5,5,5,5,1,0,1,1,1
"3078",20,"Female","US",2,5,3,2,2,1,5,4,4,4,4,4,3,5,5,1,0,1,1,1
"3079",18,"Female","GH",1,3,1,3,5,5,3,5,4,3,4,2,3,5,3,0,1,1,1,1
"3080",22,"Female","GB",3,5,4,3,3,1,5,4,3,4,5,3,3,3,3,1,0,1,1,1
"3081",33,"Male","GB",1,1,1,3,3,4,3,4,2,2,3,4,4,4,4,0,1,1,1,1
"3082",20,"Male","SE",1,1,1,1,1,1,1,1,1,3,2,1,1,4,4,0,0,0,0,1
"3083",30,"Male","GB",2,3,4,5,4,5,5,4,4,1,3,3,5,4,5,1,1,1,0,1
"3084",58,"Female","CA",2,4,4,2,4,2,5,4,5,3,5,2,4,5,5,1,1,1,1,1
"3085",26,"Male","US",1,5,4,5,5,1,5,5,5,3,5,1,4,5,2,1,1,1,1,1
"3086",18,"Female","PH",1,1,2,4,5,4,3,5,3,3,4,3,3,4,2,0,1,1,1,1
"3087",19,"Female","US",2,2,2,5,5,4,3,5,5,4,4,3,5,4,4,0,1,1,1,1
"3088",15,"Female","US",1,1,1,4,5,4,3,4,3,2,4,4,3,3,3,0,1,1,1,1
"3089",20,"Female","US",5,5,5,3,4,2,5,4,5,3,4,3,3,4,4,1,1,1,1,1
"3090",24,"Male","US",3,5,5,2,2,3,5,4,3,3,5,3,5,5,5,1,0,1,1,1
"3091",31,"Male","US",5,5,4,2,2,2,4,4,4,3,4,2,5,4,5,1,0,1,1,1
"3092",25,"Male","US",3,5,2,3,5,2,3,5,4,2,3,3,5,3,3,1,1,1,1,1
"3093",21,"Female","US",3,5,5,3,4,3,5,5,3,3,4,3,5,3,4,1,1,1,1,1
"3094",21,"Female","US",4,4,4,4,4,4,4,5,5,4,4,4,4,5,3,1,1,1,1,1
"3095",38,"Female","US",3,3,2,4,5,5,3,4,1,4,3,3,1,4,3,1,1,1,1,1
"3096",18,"Female","US",3,3,3,5,5,3,3,5,4,3,3,1,5,2,3,1,1,1,0,1
"3097",20,"Female","US",4,4,4,4,4,2,4,4,5,2,4,3,4,4,5,1,1,1,1,1
"3098",31,"Female","US",1,5,5,2,3,1,3,5,5,3,5,5,3,5,5,1,0,1,1,1
"3099",24,"Male","US",5,5,5,1,1,1,5,5,5,5,5,5,5,5,5,1,0,1,1,1
"3100",38,"Female","US",2,4,4,2,3,2,3,4,4,4,4,3,3,4,3,1,0,1,1,1
"3101",35,"Female","US",3,5,5,3,4,1,5,5,5,4,3,2,3,4,5,1,1,1,1,1
"3102",22,"Female","US",3,4,5,2,4,2,4,4,4,3,4,3,5,4,4,1,1,1,1,1
"3103",22,"Female","US",5,5,5,1,5,1,5,5,5,3,5,5,5,5,5,1,0,1,1,1
"3104",29,"Female","US",2,3,2,4,5,2,5,5,4,3,3,3,5,3,3,0,1,1,1,1
"3105",48,"Female","US",3,3,3,3,4,3,3,3,3,3,4,5,3,3,3,1,1,1,1,1
"3106",54,"Female","US",5,5,5,4,5,2,5,5,5,4,5,5,2,2,2,1,1,1,1,0
"3107",20,"Female","GB",3,3,3,4,4,4,4,5,4,5,4,3,3,4,2,1,1,1,1,1
"3108",16,"Female","US",2,1,2,5,5,4,3,4,3,3,3,3,4,3,3,0,1,1,1,1
"3109",23,"Female","SG",4,4,4,2,3,2,4,5,5,4,5,4,5,5,4,1,0,1,1,1
"3110",17,"Female","US",1,3,1,4,4,3,4,5,5,2,4,5,5,3,3,0,1,1,1,1
"3111",19,"Male","US",3,4,4,2,2,2,4,4,4,2,4,4,3,4,4,1,0,1,1,1
"3112",43,"Male","US",4,5,5,2,3,2,5,5,4,4,4,4,4,4,4,1,0,1,1,1
"3113",18,"Male","US",1,1,1,1,3,5,1,1,1,4,1,5,5,4,5,0,1,0,1,1
"3114",24,"Female","PH",3,4,4,4,5,4,4,4,5,3,5,4,2,3,2,1,1,1,1,0
"3115",16,"Female","CA",4,4,5,2,2,2,4,5,4,3,4,3,5,3,5,1,0,1,1,1
"3116",17,"Male","US",2,4,2,4,4,3,3,4,2,2,4,3,2,4,2,1,1,1,1,1
"3117",19,"Male","IN",5,2,4,5,5,5,5,5,3,3,5,4,5,4,5,1,1,1,1,1
"3118",53,"Female","US",2,4,5,2,4,4,4,4,5,4,4,4,4,5,4,1,1,1,1,1
"3119",55,"Female","US",4,4,3,4,4,4,4,4,4,3,4,2,5,4,5,1,1,1,1,1
"3120",17,"Female","US",4,5,5,4,5,2,5,5,4,5,4,5,4,3,5,1,1,1,1,1
"3121",43,"Male","US",3,3,3,3,4,2,1,1,2,5,5,5,5,5,5,1,1,0,1,1
"3122",20,"Female","US",3,2,2,4,4,1,1,2,3,5,5,2,5,5,5,0,1,0,1,1
"3123",72,"Male","IE",2,3,3,5,4,2,5,4,3,2,4,3,3,4,3,1,1,1,1,1
"3124",21,"Female","CA",2,4,2,5,5,4,4,4,3,4,4,2,3,4,3,1,1,1,1,1
"3125",34,"Female","US",3,5,5,5,5,2,5,5,5,5,5,3,5,5,5,1,1,1,1,1
"3126",30,"Female","US",3,3,3,5,5,4,4,3,4,4,4,3,5,4,4,1,1,1,1,1
"3127",17,"Male","PH",3,3,2,3,3,3,3,3,5,2,3,3,3,4,4,1,1,1,1,1
"3128",40,"Female","US",1,2,1,3,3,3,3,4,4,4,5,5,1,4,3,0,1,1,1,1
"3129",18,"Male","GB",2,3,3,3,5,1,4,5,3,4,4,4,4,3,3,1,1,1,1,1
"3130",14,"Female","GB",3,3,3,3,4,3,5,4,4,4,5,2,5,4,5,1,1,1,1,1
"3131",29,"Female","JM",2,3,4,2,3,2,3,4,4,4,5,4,4,5,4,1,0,1,1,1
"3132",25,"Female","HK",4,4,4,3,2,2,4,4,4,4,4,4,3,4,4,1,0,1,1,1
"3133",16,"Female","SE",2,3,4,3,5,2,5,5,2,1,3,2,2,5,3,1,1,1,0,1
"3134",48,"Male","GB",3,5,4,2,2,4,5,5,4,4,3,3,4,4,3,1,1,1,1,1
"3135",25,"Male","IN",1,2,3,2,2,1,2,4,4,4,4,3,5,5,4,0,0,1,1,1
"3136",18,"Female","GB",2,4,5,2,5,4,5,4,3,2,4,4,1,4,3,1,1,1,1,1
"3137",22,"Female","NL",2,3,4,2,5,5,4,4,4,4,4,2,5,4,5,1,1,1,1,1
"3138",21,"Male","US",3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,1,1
