"year","month","day","mode","route","peak","numerator","denominator"
2023,1,13,"Bus","88","OFF_PEAK",407,508
2023,1,13,"Bus","88","PEAK",149,201
2023,1,13,"Bus","89","OFF_PEAK",295,368
2023,1,13,"Bus","89","PEAK",135,183
2023,1,13,"Bus","9","OFF_PEAK",444,637
2023,1,13,"Bus","9","PEAK",222,326
2023,1,13,"Bus","90","OFF_PEAK",73,109
2023,1,13,"Bus","90","PEAK",29,61
2023,1,13,"Bus","91","OFF_PEAK",132,163
2023,1,13,"Bus","91","PEAK",61,69
2023,1,13,"Bus","92","OFF_PEAK",135,185
2023,1,13,"Bus","92","PEAK",67,90
2023,1,13,"Bus","93","OFF_PEAK",188,283
2023,1,13,"Bus","93","PEAK",79,123
2023,1,13,"Bus","94","OFF_PEAK",201,250
2023,1,13,"Bus","94","PEAK",91,115
2023,1,13,"Bus","95","OFF_PEAK",205,268
2023,1,13,"Bus","95","PEAK",90,106
2023,1,13,"Bus","96","OFF_PEAK",273,357
2023,1,13,"Bus","96","PEAK",90,141
2023,1,13,"Bus","97","OFF_PEAK",73,87
2023,1,13,"Bus","97","PEAK",53,70
2023,1,13,"Bus","99","OFF_PEAK",153,187
2023,1,13,"Bus","99","PEAK",50,70
2023,1,13,"Bus","CR-Shuttle001","OFF_PEAK",31,31
2023,1,13,"Bus","CR-Shuttle001","PEAK",17,17
2023,1,13,"Bus","CR-Shuttle002","OFF_PEAK",31,31
2023,1,13,"Bus","CR-Shuttle002","PEAK",17,17
2023,1,13,"Bus","CR-Shuttle003","OFF_PEAK",30,32
2023,1,13,"Bus","CR-Shuttle003","PEAK",10,11
2023,1,14,"Bus","1","OFF_PEAK",1509,1909
2023,1,14,"Bus","10","OFF_PEAK",326,480
2023,1,14,"Bus","100","OFF_PEAK",318,336
2023,1,14,"Bus","101","OFF_PEAK",279,348
2023,1,14,"Bus","104","OFF_PEAK",351,532
2023,1,14,"Bus","105","OFF_PEAK",47,102
2023,1,14,"Bus","106","OFF_PEAK",296,381
2023,1,14,"Bus","108","OFF_PEAK",278,353
2023,1,14,"Bus","109","OFF_PEAK",375,535
2023,1,14,"Bus","11","OFF_PEAK",317,454
2023,1,14,"Bus","110","OFF_PEAK",417,475
2023,1,14,"Bus","111","OFF_PEAK",2184,2634
2023,1,14,"Bus","112","OFF_PEAK",147,244
2023,1,14,"Bus","116","OFF_PEAK",389,523
2023,1,14,"Bus","117","OFF_PEAK",463,633
2023,1,14,"Bus","119","OFF_PEAK",100,132
2023,1,14,"Bus","120","OFF_PEAK",268,353
2023,1,14,"Bus","132","OFF_PEAK",88,111
2023,1,14,"Bus","134","OFF_PEAK",400,532
2023,1,14,"Bus","137","OFF_PEAK",180,292
2023,1,14,"Bus","14","OFF_PEAK",133,280
2023,1,14,"Bus","15","OFF_PEAK",1052,1301
2023,1,14,"Bus","16","OFF_PEAK",542,779
2023,1,14,"Bus","17","OFF_PEAK",318,383
2023,1,14,"Bus","171","OFF_PEAK",5,7
2023,1,14,"Bus","18","OFF_PEAK",29,79
2023,1,14,"Bus","191","OFF_PEAK",10,22
2023,1,14,"Bus","192","OFF_PEAK",13,17
2023,1,14,"Bus","193","OFF_PEAK",7,18
2023,1,14,"Bus","194","OFF_PEAK",8,8
2023,1,14,"Bus","201","OFF_PEAK",174,242
2023,1,14,"Bus","21","OFF_PEAK",339,373
2023,1,14,"Bus","210","OFF_PEAK",83,112
2023,1,14,"Bus","211","OFF_PEAK",117,140
2023,1,14,"Bus","215","OFF_PEAK",355,439
2023,1,14,"Bus","216","OFF_PEAK",266,339
2023,1,14,"Bus","22","OFF_PEAK",1160,1509
2023,1,14,"Bus","220","OFF_PEAK",368,446
2023,1,14,"Bus","222","OFF_PEAK",244,312
2023,1,14,"Bus","225","OFF_PEAK",375,453
2023,1,14,"Bus","23","OFF_PEAK",1594,2095
2023,1,14,"Bus","230","OFF_PEAK",269,352
2023,1,14,"Bus","236","OFF_PEAK",150,243
2023,1,14,"Bus","238","OFF_PEAK",190,355
2023,1,14,"Bus","24","OFF_PEAK",300,403
2023,1,14,"Bus","240","OFF_PEAK",498,697
2023,1,14,"Bus","26","OFF_PEAK",180,264
2023,1,14,"Bus","28","OFF_PEAK",1672,2124
2023,1,14,"Bus","29","OFF_PEAK",144,192
2023,1,14,"Bus","30","OFF_PEAK",181,223
2023,1,14,"Bus","31","OFF_PEAK",576,662
2023,1,14,"Bus","32","OFF_PEAK",901,1011
2023,1,14,"Bus","33","OFF_PEAK",82,125
2023,1,14,"Bus","34","OFF_PEAK",307,452
2023,1,14,"Bus","34E","OFF_PEAK",517,817
2023,1,14,"Bus","35","OFF_PEAK",215,293
2023,1,14,"Bus","350","OFF_PEAK",280,460
2023,1,14,"Bus","36","OFF_PEAK",299,441
2023,1,14,"Bus","37","OFF_PEAK",153,227
2023,1,14,"Bus","38","OFF_PEAK",192,247
2023,1,14,"Bus","39","OFF_PEAK",736,945
2023,1,14,"Bus","40","OFF_PEAK",128,180
2023,1,14,"Bus","41","OFF_PEAK",206,286
2023,1,14,"Bus","411","OFF_PEAK",104,152
2023,1,14,"Bus","42","OFF_PEAK",232,303
2023,1,14,"Bus","426","OFF_PEAK",183,279
2023,1,14,"Bus","429","OFF_PEAK",129,192
2023,1,14,"Bus","43","OFF_PEAK",251,310
2023,1,14,"Bus","430","OFF_PEAK",73,140
2023,1,14,"Bus","435","OFF_PEAK",152,250
2023,1,14,"Bus","436","OFF_PEAK",88,123
2023,1,14,"Bus","44","OFF_PEAK",427,591
2023,1,14,"Bus","441","OFF_PEAK",126,182
2023,1,14,"Bus","442","OFF_PEAK",182,243
2023,1,14,"Bus","45","OFF_PEAK",400,545
2023,1,14,"Bus","450","OFF_PEAK",234,309
2023,1,14,"Bus","455","OFF_PEAK",405,552
2023,1,14,"Bus","47","OFF_PEAK",342,570
2023,1,14,"Bus","50","OFF_PEAK",75,99
2023,1,14,"Bus","504","OFF_PEAK",106,137
2023,1,14,"Bus","51","OFF_PEAK",170,210
2023,1,14,"Bus","55","OFF_PEAK",46,55
2023,1,14,"Bus","553","OFF_PEAK",50,60
2023,1,14,"Bus","57","OFF_PEAK",1259,1673
2023,1,14,"Bus","59","OFF_PEAK",76,117
2023,1,14,"Bus","60","OFF_PEAK",374,518
2023,1,14,"Bus","62","OFF_PEAK",153,263
2023,1,14,"Bus","64","OFF_PEAK",138,161
2023,1,14,"Bus","65","OFF_PEAK",129,156
2023,1,14,"Bus","66","OFF_PEAK",1258,1695
2023,1,14,"Bus","69","OFF_PEAK",274,303
2023,1,14,"Bus","7","OFF_PEAK",199,253
2023,1,14,"Bus","70","OFF_PEAK",649,911
2023,1,14,"Bus","71","OFF_PEAK",562,680
2023,1,14,"Bus","73","OFF_PEAK",576,690
2023,1,14,"Bus","74","OFF_PEAK",281,310
2023,1,14,"Bus","741","OFF_PEAK",657,875
2023,1,14,"Bus","742","OFF_PEAK",444,540
2023,1,14,"Bus","743","OFF_PEAK",1086,1402
2023,1,14,"Bus","746","OFF_PEAK",57,81
2023,1,14,"Bus","749","OFF_PEAK",1118,1373
2023,1,14,"Bus","75","OFF_PEAK",387,443
2023,1,14,"Bus","751","OFF_PEAK",505,605
2023,1,14,"Bus","77","OFF_PEAK",1084,1428
2023,1,14,"Bus","78","OFF_PEAK",211,292
2023,1,14,"Bus","8","OFF_PEAK",355,535
2023,1,14,"Bus","80","OFF_PEAK",345,426
2023,1,14,"Bus","83","OFF_PEAK",254,330
2023,1,14,"Bus","86","OFF_PEAK",385,530
2023,1,14,"Bus","87","OFF_PEAK",435,635
2023,1,14,"Bus","88","OFF_PEAK",437,548
2023,1,14,"Bus","89","OFF_PEAK",217,272
2023,1,14,"Bus","9","OFF_PEAK",359,573
2023,1,14,"Bus","90","OFF_PEAK",75,124
2023,1,14,"Bus","91","OFF_PEAK",204,215
2023,1,14,"Bus","92","OFF_PEAK",238,292
2023,1,14,"Bus","93","OFF_PEAK",280,351
2023,1,14,"Bus","94","OFF_PEAK",236,260
2023,1,14,"Bus","95","OFF_PEAK",165,212
2023,1,14,"Bus","96","OFF_PEAK",321,354
2023,1,14,"Bus","97","OFF_PEAK",52,85
2023,1,14,"Bus","99","OFF_PEAK",156,192
2023,1,14,"Bus","CR-Shuttle001","OFF_PEAK",19,20
2023,1,14,"Bus","CR-Shuttle002","OFF_PEAK",19,20
2023,1,14,"Bus","CR-Shuttle003","OFF_PEAK",18,18
2023,1,15,"Bus","1","OFF_PEAK",1135,1424
2023,1,15,"Bus","10","OFF_PEAK",276,389
2023,1,15,"Bus","100","OFF_PEAK",151,168
2023,1,15,"Bus","101","OFF_PEAK",186,261
2023,1,15,"Bus","104","OFF_PEAK",332,431
2023,1,15,"Bus","105","OFF_PEAK",65,95
2023,1,15,"Bus","106","OFF_PEAK",161,205
2023,1,15,"Bus","108","OFF_PEAK",101,132
2023,1,15,"Bus","109","OFF_PEAK",340,418
2023,1,15,"Bus","11","OFF_PEAK",199,279
2023,1,15,"Bus","110","OFF_PEAK",271,368
2023,1,15,"Bus","111","OFF_PEAK",1803,2065
2023,1,15,"Bus","112","OFF_PEAK",115,158
2023,1,15,"Bus","116","OFF_PEAK",321,433
2023,1,15,"Bus","117","OFF_PEAK",390,524
2023,1,15,"Bus","119","OFF_PEAK",74,117
2023,1,15,"Bus","120","OFF_PEAK",141,229
2023,1,15,"Bus","134","OFF_PEAK",179,234
2023,1,15,"Bus","137","OFF_PEAK",79,102
2023,1,15,"Bus","15","OFF_PEAK",819,1041
2023,1,15,"Bus","16","OFF_PEAK",374,556
2023,1,15,"Bus","17","OFF_PEAK",90,159
2023,1,15,"Bus","171","OFF_PEAK",1,7
2023,1,15,"Bus","191","OFF_PEAK",11,11
2023,1,15,"Bus","194","OFF_PEAK",9,16
2023,1,15,"Bus","201","OFF_PEAK",91,150
2023,1,15,"Bus","21","OFF_PEAK",123,145
2023,1,15,"Bus","211","OFF_PEAK",54,79
2023,1,15,"Bus","215","OFF_PEAK",165,271
2023,1,15,"Bus","216","OFF_PEAK",190,271
2023,1,15,"Bus","22","OFF_PEAK",855,1064
2023,1,15,"Bus","220","OFF_PEAK",221,237
2023,1,15,"Bus","222","OFF_PEAK",148,204
2023,1,15,"Bus","225","OFF_PEAK",182,234
2023,1,15,"Bus","23","OFF_PEAK",1112,1421
2023,1,15,"Bus","230","OFF_PEAK",154,238
2023,1,15,"Bus","236","OFF_PEAK",79,154
2023,1,15,"Bus","238","OFF_PEAK",97,217
2023,1,15,"Bus","24","OFF_PEAK",137,190
2023,1,15,"Bus","240","OFF_PEAK",162,278
2023,1,15,"Bus","26","OFF_PEAK",75,84
2023,1,15,"Bus","28","OFF_PEAK",1150,1511
2023,1,15,"Bus","30","OFF_PEAK",99,128
2023,1,15,"Bus","31","OFF_PEAK",407,516
2023,1,15,"Bus","32","OFF_PEAK",739,841
2023,1,15,"Bus","34","OFF_PEAK",233,368
2023,1,15,"Bus","34E","OFF_PEAK",393,709
2023,1,15,"Bus","35","OFF_PEAK",138,180
2023,1,15,"Bus","350","OFF_PEAK",242,334
2023,1,15,"Bus","36","OFF_PEAK",324,435
2023,1,15,"Bus","39","OFF_PEAK",756,1014
2023,1,15,"Bus","40","OFF_PEAK",68,79
2023,1,15,"Bus","41","OFF_PEAK",169,215
2023,1,15,"Bus","42","OFF_PEAK",116,152
2023,1,15,"Bus","426","OFF_PEAK",201,322
2023,1,15,"Bus","429","OFF_PEAK",76,122
2023,1,15,"Bus","43","OFF_PEAK",250,309
2023,1,15,"Bus","435","OFF_PEAK",53,67
2023,1,15,"Bus","44","OFF_PEAK",207,335
2023,1,15,"Bus","441","OFF_PEAK",82,115
2023,1,15,"Bus","442","OFF_PEAK",149,188
2023,1,15,"Bus","45","OFF_PEAK",236,308
2023,1,15,"Bus","450","OFF_PEAK",212,278
2023,1,15,"Bus","455","OFF_PEAK",217,322
2023,1,15,"Bus","47","OFF_PEAK",260,357
2023,1,15,"Bus","55","OFF_PEAK",30,48
2023,1,15,"Bus","57","OFF_PEAK",953,1153
2023,1,15,"Bus","59","OFF_PEAK",87,111
2023,1,15,"Bus","60","OFF_PEAK",170,255
2023,1,15,"Bus","64","OFF_PEAK",66,98
2023,1,15,"Bus","66","OFF_PEAK",902,1164
2023,1,15,"Bus","69","OFF_PEAK",196,228
2023,1,15,"Bus","70","OFF_PEAK",416,602
2023,1,15,"Bus","71","OFF_PEAK",540,630
2023,1,15,"Bus","73","OFF_PEAK",524,611
2023,1,15,"Bus","741","OFF_PEAK",1214,1634
2023,1,15,"Bus","742","OFF_PEAK",260,380
2023,1,15,"Bus","743","OFF_PEAK",969,1223
2023,1,15,"Bus","746","OFF_PEAK",54,99
2023,1,15,"Bus","749","OFF_PEAK",953,1093
2023,1,15,"Bus","75","OFF_PEAK",228,276
2023,1,15,"Bus","751","OFF_PEAK",478,594
2023,1,15,"Bus","77","OFF_PEAK",806,1063
2023,1,15,"Bus","78","OFF_PEAK",205,300
2023,1,15,"Bus","8","OFF_PEAK",269,491
2023,1,15,"Bus","80","OFF_PEAK",199,223
2023,1,15,"Bus","83","OFF_PEAK",170,205
2023,1,15,"Bus","86","OFF_PEAK",278,364
2023,1,15,"Bus","87","OFF_PEAK",284,357
2023,1,15,"Bus","88","OFF_PEAK",295,363
2023,1,15,"Bus","89","OFF_PEAK",146,208
2023,1,15,"Bus","9","OFF_PEAK",294,415
2023,1,15,"Bus","90","OFF_PEAK",47,60
2023,1,15,"Bus","91","OFF_PEAK",171,200
2023,1,15,"Bus","93","OFF_PEAK",128,153
2023,1,15,"Bus","94","OFF_PEAK",178,214
2023,1,15,"Bus","95","OFF_PEAK",113,159
2023,1,15,"Bus","96","OFF_PEAK",201,317
2023,1,15,"Bus","97","OFF_PEAK",56,88
2023,1,15,"Bus","99","OFF_PEAK",131,165
2023,1,15,"Bus","CR-Shuttle001","OFF_PEAK",19,20
2023,1,15,"Bus","CR-Shuttle002","OFF_PEAK",19,20
2023,1,15,"Bus","CR-Shuttle003","OFF_PEAK",18,18
2023,1,16,"Bus","1","OFF_PEAK",1385,1824
2023,1,16,"Bus","10","OFF_PEAK",351,485
2023,1,16,"Bus","100","OFF_PEAK",285,328
2023,1,16,"Bus","101","OFF_PEAK",289,349
2023,1,16,"Bus","104","OFF_PEAK",372,529
2023,1,16,"Bus","105","OFF_PEAK",73,101
2023,1,16,"Bus","106","OFF_PEAK",301,381
2023,1,16,"Bus","108","OFF_PEAK",248,352
2023,1,16,"Bus","109","OFF_PEAK",393,538
2023,1,16,"Bus","11","OFF_PEAK",262,452
2023,1,16,"Bus","110","OFF_PEAK",369,475
2023,1,16,"Bus","111","OFF_PEAK",2197,2619
2023,1,16,"Bus","112","OFF_PEAK",152,212
2023,1,16,"Bus","116","OFF_PEAK",427,531
2023,1,16,"Bus","117","OFF_PEAK",486,622
2023,1,16,"Bus","119","OFF_PEAK",98,130
2023,1,16,"Bus","120","OFF_PEAK",191,307
2023,1,16,"Bus","132","OFF_PEAK",83,113
2023,1,16,"Bus","134","OFF_PEAK",375,532
2023,1,16,"Bus","137","OFF_PEAK",162,294
2023,1,16,"Bus","14","OFF_PEAK",109,282
2023,1,16,"Bus","15","OFF_PEAK",987,1270
2023,1,16,"Bus","16","OFF_PEAK",547,769
2023,1,16,"Bus","17","OFF_PEAK",305,381
2023,1,16,"Bus","171","OFF_PEAK",5,7
2023,1,16,"Bus","18","OFF_PEAK",54,77
2023,1,16,"Bus","191","OFF_PEAK",15,22
2023,1,16,"Bus","192","OFF_PEAK",13,17
2023,1,16,"Bus","193","OFF_PEAK",7,18
2023,1,16,"Bus","194","OFF_PEAK",3,8
2023,1,16,"Bus","201","OFF_PEAK",182,216
2023,1,16,"Bus","21","OFF_PEAK",387,400
2023,1,16,"Bus","210","OFF_PEAK",76,105
2023,1,16,"Bus","211","OFF_PEAK",99,138
2023,1,16,"Bus","215","OFF_PEAK",371,436
2023,1,16,"Bus","216","OFF_PEAK",211,336
2023,1,16,"Bus","22","OFF_PEAK",1220,1444
2023,1,16,"Bus","220","OFF_PEAK",342,446
2023,1,16,"Bus","222","OFF_PEAK",213,308
2023,1,16,"Bus","225","OFF_PEAK",372,454
2023,1,16,"Bus","23","OFF_PEAK",1369,1704
2023,1,16,"Bus","230","OFF_PEAK",237,352
2023,1,16,"Bus","236","OFF_PEAK",94,230
2023,1,16,"Bus","238","OFF_PEAK",164,343
2023,1,16,"Bus","24","OFF_PEAK",288,399
2023,1,16,"Bus","240","OFF_PEAK",485,689
2023,1,16,"Bus","26","OFF_PEAK",170,258
2023,1,16,"Bus","28","OFF_PEAK",1502,1792
2023,1,16,"Bus","29","OFF_PEAK",175,198
2023,1,16,"Bus","30","OFF_PEAK",147,195
2023,1,16,"Bus","31","OFF_PEAK",557,670
2023,1,16,"Bus","32","OFF_PEAK",695,851
2023,1,16,"Bus","33","OFF_PEAK",103,127
2023,1,16,"Bus","34","OFF_PEAK",389,527
2023,1,16,"Bus","34E","OFF_PEAK",569,851
2023,1,16,"Bus","35","OFF_PEAK",206,295
2023,1,16,"Bus","350","OFF_PEAK",339,456
2023,1,16,"Bus","354","OFF_PEAK",150,235
2023,1,16,"Bus","36","OFF_PEAK",297,437
2023,1,16,"Bus","37","OFF_PEAK",178,217
2023,1,16,"Bus","38","OFF_PEAK",222,252
2023,1,16,"Bus","39","OFF_PEAK",925,1192
2023,1,16,"Bus","40","OFF_PEAK",130,179
2023,1,16,"Bus","41","OFF_PEAK",183,252
2023,1,16,"Bus","411","OFF_PEAK",81,150
2023,1,16,"Bus","42","OFF_PEAK",252,319
2023,1,16,"Bus","426","OFF_PEAK",136,279
2023,1,16,"Bus","429","OFF_PEAK",116,194
2023,1,16,"Bus","43","OFF_PEAK",208,299
2023,1,16,"Bus","430","OFF_PEAK",88,133
2023,1,16,"Bus","435","OFF_PEAK",150,248
2023,1,16,"Bus","436","OFF_PEAK",108,125
2023,1,16,"Bus","44","OFF_PEAK",435,591
2023,1,16,"Bus","441","OFF_PEAK",109,164
2023,1,16,"Bus","442","OFF_PEAK",169,242
2023,1,16,"Bus","45","OFF_PEAK",432,542
2023,1,16,"Bus","450","OFF_PEAK",202,312
2023,1,16,"Bus","455","OFF_PEAK",399,541
2023,1,16,"Bus","47","OFF_PEAK",367,568
2023,1,16,"Bus","50","OFF_PEAK",76,98
2023,1,16,"Bus","501","OFF_PEAK",78,131
2023,1,16,"Bus","504","OFF_PEAK",388,468
2023,1,16,"Bus","51","OFF_PEAK",157,182
2023,1,16,"Bus","55","OFF_PEAK",52,55
2023,1,16,"Bus","553","OFF_PEAK",18,61
2023,1,16,"Bus","57","OFF_PEAK",1373,1681
2023,1,16,"Bus","59","OFF_PEAK",86,126
2023,1,16,"Bus","60","OFF_PEAK",438,519
2023,1,16,"Bus","62","OFF_PEAK",126,256
2023,1,16,"Bus","64","OFF_PEAK",109,167
2023,1,16,"Bus","65","OFF_PEAK",114,155
2023,1,16,"Bus","66","OFF_PEAK",1252,1636
2023,1,16,"Bus","69","OFF_PEAK",254,302
2023,1,16,"Bus","7","OFF_PEAK",322,388
2023,1,16,"Bus","70","OFF_PEAK",639,909
2023,1,16,"Bus","71","OFF_PEAK",615,704
2023,1,16,"Bus","73","OFF_PEAK",594,696
2023,1,16,"Bus","74","OFF_PEAK",273,312
2023,1,16,"Bus","741","OFF_PEAK",1043,1287
2023,1,16,"Bus","742","OFF_PEAK",524,685
2023,1,16,"Bus","743","OFF_PEAK",1347,1750
2023,1,16,"Bus","746","OFF_PEAK",71,126
2023,1,16,"Bus","749","OFF_PEAK",1085,1277
2023,1,16,"Bus","75","OFF_PEAK",360,444
2023,1,16,"Bus","751","OFF_PEAK",753,863
2023,1,16,"Bus","77","OFF_PEAK",1249,1549
2023,1,16,"Bus","78","OFF_PEAK",239,293
2023,1,16,"Bus","8","OFF_PEAK",403,535
2023,1,16,"Bus","80","OFF_PEAK",368,414
2023,1,16,"Bus","83","OFF_PEAK",271,326
2023,1,16,"Bus","86","OFF_PEAK",335,517
2023,1,16,"Bus","87","OFF_PEAK",450,617
2023,1,16,"Bus","88","OFF_PEAK",465,559
2023,1,16,"Bus","89","OFF_PEAK",226,279
2023,1,16,"Bus","9","OFF_PEAK",456,603
2023,1,16,"Bus","90","OFF_PEAK",79,120
2023,1,16,"Bus","91","OFF_PEAK",194,216
2023,1,16,"Bus","92","OFF_PEAK",221,303
2023,1,16,"Bus","93","OFF_PEAK",234,345
2023,1,16,"Bus","94","OFF_PEAK",231,260
2023,1,16,"Bus","95","OFF_PEAK",168,210
2023,1,16,"Bus","96","OFF_PEAK",287,362
2023,1,16,"Bus","97","OFF_PEAK",70,90
2023,1,16,"Bus","99","OFF_PEAK",146,183
2023,1,16,"Bus","CR-Shuttle001","OFF_PEAK",31,31
2023,1,16,"Bus","CR-Shuttle001","PEAK",17,17
2023,1,16,"Bus","CR-Shuttle002","OFF_PEAK",31,31
2023,1,16,"Bus","CR-Shuttle002","PEAK",17,17
2023,1,16,"Bus","CR-Shuttle003","OFF_PEAK",32,32
2023,1,16,"Bus","CR-Shuttle003","PEAK",9,11
2023,1,17,"Bus","1","OFF_PEAK",1130,1469
2023,1,17,"Bus","1","PEAK",318,423
2023,1,17,"Bus","10","OFF_PEAK",284,439
2023,1,17,"Bus","10","PEAK",89,171
2023,1,17,"Bus","100","OFF_PEAK",241,275
2023,1,17,"Bus","100","PEAK",77,116
2023,1,17,"Bus","101","OFF_PEAK",420,503
2023,1,17,"Bus","101","PEAK",129,211
2023,1,17,"Bus","104","OFF_PEAK",347,510
2023,1,17,"Bus","104","PEAK",114,173
2023,1,17,"Bus","105","OFF_PEAK",65,77
2023,1,17,"Bus","105","PEAK",37,57
2023,1,17,"Bus","106","OFF_PEAK",232,307
2023,1,17,"Bus","106","PEAK",87,118
2023,1,17,"Bus","108","OFF_PEAK",194,294
2023,1,17,"Bus","108","PEAK",90,132
2023,1,17,"Bus","109","OFF_PEAK",446,536
2023,1,17,"Bus","109","PEAK",140,166
2023,1,17,"Bus","11","OFF_PEAK",325,472
2023,1,17,"Bus","11","PEAK",166,255
2023,1,17,"Bus","110","OFF_PEAK",362,442
2023,1,17,"Bus","110","PEAK",192,244
2023,1,17,"Bus","111","OFF_PEAK",2426,2906
2023,1,17,"Bus","111","PEAK",611,751
2023,1,17,"Bus","112","OFF_PEAK",103,168
2023,1,17,"Bus","112","PEAK",45,77
2023,1,17,"Bus","114","OFF_PEAK",43,66
2023,1,17,"Bus","114","PEAK",1,6
2023,1,17,"Bus","116","OFF_PEAK",373,484
2023,1,17,"Bus","116","PEAK",117,173
2023,1,17,"Bus","117","OFF_PEAK",451,575
2023,1,17,"Bus","117","PEAK",131,174
2023,1,17,"Bus","119","OFF_PEAK",110,161
2023,1,17,"Bus","119","PEAK",32,66
2023,1,17,"Bus","120","OFF_PEAK",160,283
2023,1,17,"Bus","120","PEAK",74,112
2023,1,17,"Bus","121","OFF_PEAK",19,28
2023,1,17,"Bus","121","PEAK",40,68
2023,1,17,"Bus","131","OFF_PEAK",32,44
2023,1,17,"Bus","131","PEAK",60,106
2023,1,17,"Bus","132","OFF_PEAK",126,148
2023,1,17,"Bus","132","PEAK",40,58
2023,1,17,"Bus","134","OFF_PEAK",223,307
2023,1,17,"Bus","134","PEAK",72,124
2023,1,17,"Bus","137","OFF_PEAK",256,368
2023,1,17,"Bus","137","PEAK",127,172
2023,1,17,"Bus","14","OFF_PEAK",76,163
2023,1,17,"Bus","14","PEAK",40,104
2023,1,17,"Bus","15","OFF_PEAK",735,906
2023,1,17,"Bus","15","PEAK",220,290
2023,1,17,"Bus","16","OFF_PEAK",629,938
2023,1,17,"Bus","16","PEAK",122,303
2023,1,17,"Bus","17","OFF_PEAK",231,291
2023,1,17,"Bus","17","PEAK",64,124
2023,1,17,"Bus","171","OFF_PEAK",5,9
2023,1,17,"Bus","18","OFF_PEAK",40,51
2023,1,17,"Bus","18","PEAK",19,28
2023,1,17,"Bus","19","OFF_PEAK",194,360
2023,1,17,"Bus","19","PEAK",92,266
2023,1,17,"Bus","191","OFF_PEAK",18,22
2023,1,17,"Bus","192","OFF_PEAK",16,17
2023,1,17,"Bus","193","OFF_PEAK",0,18
2023,1,17,"Bus","194","OFF_PEAK",7,8
2023,1,17,"Bus","201","OFF_PEAK",175,219
2023,1,17,"Bus","201","PEAK",35,59
2023,1,17,"Bus","202","OFF_PEAK",21,33
2023,1,17,"Bus","202","PEAK",27,59
2023,1,17,"Bus","21","OFF_PEAK",461,546
2023,1,17,"Bus","21","PEAK",209,272
2023,1,17,"Bus","210","OFF_PEAK",105,149
2023,1,17,"Bus","210","PEAK",89,127
2023,1,17,"Bus","211","OFF_PEAK",98,140
2023,1,17,"Bus","211","PEAK",64,86
2023,1,17,"Bus","215","OFF_PEAK",239,368
2023,1,17,"Bus","215","PEAK",100,169
2023,1,17,"Bus","216","OFF_PEAK",274,398
2023,1,17,"Bus","216","PEAK",198,236
2023,1,17,"Bus","217","OFF_PEAK",24,37
2023,1,17,"Bus","217","PEAK",14,33
2023,1,17,"Bus","22","OFF_PEAK",832,1175
2023,1,17,"Bus","22","PEAK",256,337
2023,1,17,"Bus","220","OFF_PEAK",253,353
2023,1,17,"Bus","220","PEAK",110,142
2023,1,17,"Bus","222","OFF_PEAK",200,290
2023,1,17,"Bus","222","PEAK",72,102
2023,1,17,"Bus","225","OFF_PEAK",344,481
2023,1,17,"Bus","225","PEAK",188,251
2023,1,17,"Bus","23","OFF_PEAK",1237,1696
2023,1,17,"Bus","23","PEAK",456,598
2023,1,17,"Bus","230","OFF_PEAK",221,351
2023,1,17,"Bus","230","PEAK",115,172
2023,1,17,"Bus","236","OFF_PEAK",106,136
2023,1,17,"Bus","236","PEAK",60,87
2023,1,17,"Bus","238","OFF_PEAK",171,325
2023,1,17,"Bus","238","PEAK",81,144
2023,1,17,"Bus","24","OFF_PEAK",271,378
2023,1,17,"Bus","24","PEAK",114,146
2023,1,17,"Bus","240","OFF_PEAK",441,602
2023,1,17,"Bus","240","PEAK",121,231
2023,1,17,"Bus","245","OFF_PEAK",15,24
2023,1,17,"Bus","245","PEAK",15,59
2023,1,17,"Bus","26","OFF_PEAK",117,185
2023,1,17,"Bus","26","PEAK",32,58
2023,1,17,"Bus","28","OFF_PEAK",1149,1529
2023,1,17,"Bus","28","PEAK",395,535
2023,1,17,"Bus","29","OFF_PEAK",223,330
2023,1,17,"Bus","29","PEAK",104,143
2023,1,17,"Bus","30","OFF_PEAK",187,241
2023,1,17,"Bus","30","PEAK",61,108
2023,1,17,"Bus","31","OFF_PEAK",437,538
2023,1,17,"Bus","31","PEAK",134,174
2023,1,17,"Bus","32","OFF_PEAK",995,1161
2023,1,17,"Bus","32","PEAK",318,393
2023,1,17,"Bus","33","OFF_PEAK",88,130
2023,1,17,"Bus","33","PEAK",27,74
2023,1,17,"Bus","34","OFF_PEAK",472,596
2023,1,17,"Bus","34","PEAK",189,249
2023,1,17,"Bus","34E","OFF_PEAK",492,827
2023,1,17,"Bus","34E","PEAK",222,349
2023,1,17,"Bus","35","OFF_PEAK",212,292
2023,1,17,"Bus","35","PEAK",126,171
2023,1,17,"Bus","350","OFF_PEAK",314,459
2023,1,17,"Bus","350","PEAK",194,276
2023,1,17,"Bus","351","OFF_PEAK",15,23
2023,1,17,"Bus","351","PEAK",30,47
2023,1,17,"Bus","354","OFF_PEAK",72,95
2023,1,17,"Bus","354","PEAK",76,142
2023,1,17,"Bus","36","OFF_PEAK",363,460
2023,1,17,"Bus","36","PEAK",153,233
2023,1,17,"Bus","37","OFF_PEAK",167,208
2023,1,17,"Bus","37","PEAK",129,153
2023,1,17,"Bus","38","OFF_PEAK",183,228
2023,1,17,"Bus","38","PEAK",78,126
